Notes,ICD-10 130 Cause List (Infants),ICD-10 130 Cause List (Infants) Code,Year of Death,Year of Death Code,Deaths,Births,Death Rate
,"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)",GR130-062,2017,2017,209,3855500,0.05
,"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)",GR130-062,2018,2018,179,3791712,0.05
,"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)",GR130-062,2019,2019,200,3747540,0.05
,"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)",GR130-062,2020,2020,154,3613647,0.04
,"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)",GR130-062,2021,2021,170,3664292,0.05
,"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)",GR130-062,2022,2022,174,3667758,0.05
,"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)",GR130-062,2023,2023,149,3596017,0.04
,Diseases of the digestive system (K00-K92),GR130-063,2007,2007,677,4316233,0.16
,Diseases of the digestive system (K00-K92),GR130-063,2008,2008,581,4247726,0.14
,Diseases of the digestive system (K00-K92),GR130-063,2009,2009,219,4130665,0.05
,Diseases of the digestive system (K00-K92),GR130-063,2010,2010,205,3999386,0.05
,Diseases of the digestive system (K00-K92),GR130-063,2011,2011,191,3953590,0.05
,Diseases of the digestive system (K00-K92),GR130-063,2012,2012,179,3952841,0.05
,Diseases of the digestive system (K00-K92),GR130-063,2013,2013,175,3932181,0.04
,Diseases of the digestive system (K00-K92),GR130-063,2014,2014,177,3988076,0.04
,Diseases of the digestive system (K00-K92),GR130-063,2015,2015,187,3978497,0.05
,Diseases of the digestive system (K00-K92),GR130-063,2016,2016,182,3945875,0.05
,Diseases of the digestive system (K00-K92),GR130-063,2017,2017,169,3855500,0.04
,Diseases of the digestive system (K00-K92),GR130-063,2018,2018,170,3791712,0.04
,Diseases of the digestive system (K00-K92),GR130-063,2019,2019,169,3747540,0.05
,Diseases of the digestive system (K00-K92),GR130-063,2020,2020,166,3613647,0.05
,Diseases of the digestive system (K00-K92),GR130-063,2021,2021,165,3664292,0.05
,Diseases of the digestive system (K00-K92),GR130-063,2022,2022,139,3667758,0.04
,Diseases of the digestive system (K00-K92),GR130-063,2023,2023,166,3596017,0.05
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2007,2007,415,4316233,0.1
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2008,2008,354,4247726,0.08
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2009,2009,30,4130665,0.01
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2010,2010,29,3999386,0.01
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2011,2011,37,3953590,0.01
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2012,2012,29,3952841,0.01
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2013,2013,40,3932181,0.01
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2014,2014,26,3988076,0.01
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2015,2015,30,3978497,0.01
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2016,2016,31,3945875,0.01
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2017,2017,22,3855500,0.01
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2018,2018,27,3791712,0.01
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2019,2019,36,3747540,0.01
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2020,2020,21,3613647,0.01
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2021,2021,27,3664292,0.01
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2022,2022,31,3667758,0.01
,"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)",GR130-064,2023,2023,23,3596017,0.01
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2007,2007,69,4316233,0.02
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2008,2008,47,4247726,0.01
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2009,2009,49,4130665,0.01
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2010,2010,52,3999386,0.01
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2011,2011,48,3953590,0.01
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2012,2012,51,3952841,0.01
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2013,2013,42,3932181,0.01
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2014,2014,45,3988076,0.01
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2015,2015,52,3978497,0.01
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2016,2016,42,3945875,0.01
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2017,2017,34,3855500,0.01
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2018,2018,41,3791712,0.01
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2019,2019,38,3747540,0.01
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2020,2020,38,3613647,0.01
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2021,2021,48,3664292,0.01
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2022,2022,31,3667758,0.01
,"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)",GR130-065,2023,2023,41,3596017,0.01
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2007,2007,193,4316233,0.04
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2008,2008,180,4247726,0.04
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2009,2009,140,4130665,0.03
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2010,2010,124,3999386,0.03
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2011,2011,106,3953590,0.03
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2012,2012,99,3952841,0.03
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2013,2013,92,3932181,0.02
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2014,2014,105,3988076,0.03
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2015,2015,104,3978497,0.03
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2016,2016,109,3945875,0.03
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2017,2017,112,3855500,0.03
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2018,2018,101,3791712,0.03
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2019,2019,94,3747540,0.03
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2020,2020,106,3613647,0.03
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2021,2021,90,3664292,0.02
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2022,2022,76,3667758,0.02
,"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)",GR130-066,2023,2023,102,3596017,0.03
,Diseases of the genitourinary system (N00-N95),GR130-067,2007,2007,168,4316233,0.04
,Diseases of the genitourinary system (N00-N95),GR130-067,2008,2008,170,4247726,0.04
,Diseases of the genitourinary system (N00-N95),GR130-067,2009,2009,128,4130665,0.03
,Diseases of the genitourinary system (N00-N95),GR130-067,2010,2010,125,3999386,0.03
,Diseases of the genitourinary system (N00-N95),GR130-067,2011,2011,92,3953590,0.02
,Diseases of the genitourinary system (N00-N95),GR130-067,2012,2012,102,3952841,0.03
,Diseases of the genitourinary system (N00-N95),GR130-067,2013,2013,100,3932181,0.03
,Diseases of the genitourinary system (N00-N95),GR130-067,2014,2014,103,3988076,0.03
,Diseases of the genitourinary system (N00-N95),GR130-067,2015,2015,99,3978497,0.02
,Diseases of the genitourinary system (N00-N95),GR130-067,2016,2016,81,3945875,0.02
,Diseases of the genitourinary system (N00-N95),GR130-067,2017,2017,100,3855500,0.03
,Diseases of the genitourinary system (N00-N95),GR130-067,2018,2018,94,3791712,0.02
,Diseases of the genitourinary system (N00-N95),GR130-067,2019,2019,78,3747540,0.02
,Diseases of the genitourinary system (N00-N95),GR130-067,2020,2020,62,3613647,0.02
,Diseases of the genitourinary system (N00-N95),GR130-067,2021,2021,77,3664292,0.02
,Diseases of the genitourinary system (N00-N95),GR130-067,2022,2022,54,3667758,0.01
,Diseases of the genitourinary system (N00-N95),GR130-067,2023,2023,38,3596017,0.01
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2007,2007,136,4316233,0.03
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2008,2008,140,4247726,0.03
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2009,2009,106,4130665,0.03
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2010,2010,99,3999386,0.02
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2011,2011,72,3953590,0.02
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2012,2012,78,3952841,0.02
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2013,2013,81,3932181,0.02
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2014,2014,83,3988076,0.02
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2015,2015,82,3978497,0.02
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2016,2016,57,3945875,0.01
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2017,2017,72,3855500,0.02
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2018,2018,68,3791712,0.02
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2019,2019,57,3747540,0.02
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2020,2020,42,3613647,0.01
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2021,2021,42,3664292,0.01
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2022,2022,35,3667758,0.01
,"#Renal failure and other disorders of kidney (N17-N19,N25,N27)",GR130-068,2023,2023,30,3596017,0.01
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2007,2007,31,4316233,0.01
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2008,2008,30,4247726,0.01
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2009,2009,22,4130665,0.01
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2010,2010,26,3999386,0.01
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2011,2011,20,3953590,0.01
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2012,2012,24,3952841,0.01
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2013,2013,19,3932181,0.00 (Unreliable)
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2014,2014,19,3988076,0.00 (Unreliable)
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2015,2015,17,3978497,0.00 (Unreliable)
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2016,2016,24,3945875,0.01
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2017,2017,28,3855500,0.01
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2018,2018,26,3791712,0.01
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2019,2019,21,3747540,0.01
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2020,2020,20,3613647,0.01
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2021,2021,34,3664292,0.01
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2022,2022,18,3667758,0.00 (Unreliable)
,"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)",GR130-069,2023,2023,Suppressed,3596017,Suppressed
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2007,2007,14483,4316233,3.36
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2008,2008,13810,4247726,3.25
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2009,2009,12981,4130665,3.14
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2010,2010,12007,3999386,3
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2011,2011,11957,3953590,3.02
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2012,2012,11821,3952841,2.99
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2013,2013,11962,3932181,3.04
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2014,2014,11806,3988076,2.96
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2015,2015,11623,3978497,2.92
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2016,2016,11381,3945875,2.88
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2017,2017,11013,3855500,2.86
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2018,2018,10592,3791712,2.79
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2019,2019,10316,3747540,2.75
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2020,2020,9565,3613647,2.65
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2021,2021,9449,3664292,2.58
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2022,2022,10073,3667758,2.75
,Certain conditions originating in the perinatal period (P00-P96),GR130-070,2023,2023,9907,3596017,2.75
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2007,2007,3255,4316233,0.75
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2008,2008,3166,4247726,0.75
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2009,2009,2958,4130665,0.72
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2010,2010,2900,3999386,0.73
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2011,2011,2904,3953590,0.73
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2012,2012,2833,3952841,0.72
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2013,2013,2868,3932181,0.73
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2014,2014,2842,3988076,0.71
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2015,2015,2783,3978497,0.7
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2016,2016,2568,3945875,0.65
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2017,2017,2555,3855500,0.66
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2018,2018,2395,3791712,0.63
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2019,2019,2235,3747540,0.6
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2020,2020,2103,3613647,0.58
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2021,2021,2056,3664292,0.56
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2022,2022,2197,3667758,0.6
,"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)",GR130-071,2023,2023,2027,3596017,0.56
,#Newborn affected by maternal hypertensive disorders (P00.0),GR130-072,2007,2007,88,4316233,0.02
,#Newborn affected by maternal hypertensive disorders (P00.0),GR130-072,2008,2008,85,4247726,0.02
,#Newborn affected by maternal hypertensive disorders (P00.0),GR130-072,2009,2009,82,4130665,0.02
,#Newborn affected by maternal hypertensive disorders (P00.0),GR130-072,2010,2010,82,3999386,0.02
,#Newborn affected by maternal hypertensive disorders (P00.0),GR130-072,2011,2011,84,3953590,0.02
,#Newborn affected by maternal hypertensive disorders (P00.0),GR130-072,2012,2012,61,3952841,0.02
,#Newborn affected by maternal hypertensive disorders (P00.0),GR130-072,2013,2013,70,3932181,0.02
,#Newborn affected by maternal hypertensive disorders (P00.0),GR130-072,2014,2014,69,3988076,0.02
,#Newborn affected by maternal hypertensive disorders (P00.0),GR130-072,2015,2015,87,3978497,0.02
,#Newborn affected by maternal hypertensive disorders (P00.0),GR130-072,2016,2016,64,3945875,0.02
,#Newborn affected by maternal hypertensive disorders (P00.0),GR130-072,2017,2017,54,3855500,0.01
,#Newborn affected by maternal hypertensive disorders (P00.0),GR130-072,2018,2018,63,3791712,0.02
,#Newborn affected by maternal hypertensive disorders (P00.0),GR130-072,2019,2019,67,3747540,0.02
